"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"Q12974;Q93096","PTP4A2",424520000,365290000,353260000,349670000,421770000,327260000,302302000,320970000,312066000,323278000,299040000,299584000,290524000,260727000,222089000,262132000,216383000,231137000
"Q12979","ABR",432310000,374830000,417390000,377170000,412790000,350200000,359600000,374250000,354600000,361200000,357050000,331110000,398150000,358270000,371530000,393420000,352580000,328450000
"Q12982;Q86WG3","BNIP2;ATCAY",NA,NA,NA,108347000,35423000,85740000,NA,41525000,113784000,245511000,215322000,238913000,255899000,318243000,296907000,258040000,305377000,231319000
"Q12988","HSPB3",56711000,35975000,NA,86327000,80659000,121027000,186797000,62054000,174862000,446960000,403260000,332742000,639770000,503260000,525740000,811560000,625900000,690920000
"Q12996","CSTF3",111104000,144153000,86718000,112661000,164758000,140401000,167244000,123300000,60472000,160036000,135867000,139783000,55079000,133168000,133710000,79209000,131283000,138315000
"Q13011","ECH1",1124050000,964820000,983860000,1187730000,1177500000,1055010000,1829480000,1777590000,1725160000,2301780000,2303120000,1957710000,2247180000,2020980000,2135330000,2117910000,2060580000,2173190000
"Q13015","MLLT11",90401000,95389000,46996000,109112000,82556000,148264000,25531000,NA,51585000,25699000,15807000,180018000,74212000,136521000,147454000,116047000,179194000,236091000
"Q13023","AKAP6",NA,NA,NA,NA,NA,NA,NA,NA,NA,8619600,35845000,29027000,NA,40740000,59778000,16168000,63580000,46239000
"Q13033","STRN3",567200000,624150000,592940000,592400000,496070000,597890000,727510000,758440000,788010000,1243350000,1154660000,953600000,1346810000,1165250000,1123950000,1166850000,1143200000,1254960000
"Q13042","CDC16",64530000,47599000,84670000,53856000,55999000,89411000,41288000,19238000,39518000,45359000,22059000,NA,22910000,47586000,52338000,NA,52094000,18838000
"Q13045","FLII",3362100000,3233600000,3152660000,3162400000,3394100000,3141590000,2313450000,2370770000,2360930000,2506860000,2469460000,2461520000,2810770000,2507570000,2600590000,2818300000,2699990000,3034070000
"Q13049","TRIM32",291464000,244048000,318623000,240556000,280974000,227603000,124709000,156642000,147268000,139054000,143765000,41256000,155344000,109283000,170224000,132229000,NA,135491000
"Q13057","COASY",680890000,670380000,688100000,789070000,794760000,752340000,816390000,816700000,866910000,878060000,860190000,861960000,917840000,874270000,715660000,813340000,811490000,877330000
"Q13084","MRPL28",231356000,219819000,176584000,173072000,217689000,160461000,299389000,283935000,233624000,276579000,254790000,201694000,262938000,221372000,193272000,202685000,214755000,312144000
"Q13085","ACACA",348780000,400830000,413070000,307479000,345540000,300868000,255056000,246985000,241238000,278137000,245169000,257660000,401420000,376650000,322663000,423060000,414890000,427810000
"Q13098","GPS1",1297110000,1152300000,1217730000,1273880000,1164570000,1215490000,1189440000,1285190000,1278160000,1266120000,1371740000,1308030000,1342850000,1352730000,1377520000,1376800000,1309080000,1302860000
"Q13107","USP4",NA,68644000,52470000,15795000,51989000,49289000,26531000,NA,NA,109417000,NA,77443000,32991000,18995000,20013000,NA,NA,NA
"Q13123","IK",328563000,347760000,334680000,337560000,316822000,336140000,396470000,349790000,379910000,327300000,353990000,324890000,325635000,368775000,314134000,321550000,266182000,266179000
"Q13126","MTAP",2030110000,1960480000,1922020000,1852010000,2018780000,1772590000,1953950000,1939140000,1950650000,2081280000,2033090000,1821750000,1853510000,1729770000,1724300000,1830480000,1813210000,1832470000
"Q13131","PRKAA1",604140000,584440000,572670000,636120000,639520000,666800000,633140000,579410000,6.09e+08,663580000,666760000,691220000,720470000,730070000,733260000,704940000,713360000,683500000
"Q13136;O75145","PPFIA1",111485000,203188000,174328000,187242000,187971000,182349000,179771000,179128000,121325000,170918000,159769000,196646000,169306000,110970000,126657000,152310000,152127000,68258000
"Q13144","EIF2B5",289318000,319435000,306030000,298738000,330463000,317438000,326335000,321869000,299491000,340210000,354220000,317232000,343700000,301066000,373650000,342820000,363610000,372200000
"Q13148","TARDBP",836010000,832390000,719490000,1033760000,948800000,1096940000,1198200000,1047470000,1250410000,1023450000,1051630000,1199930000,812970000,1077210000,1151550000,850480000,965380000,848350000
"Q13151","HNRNPA0",6.971e+09,8023800000,8047200000,6557100000,6224800000,7.245e+09,7486300000,7789700000,7446500000,7806200000,7676400000,8091700000,6773700000,6791900000,6973100000,6023400000,5943400000,5483200000
"Q13153","PAK1",98927000,75904000,73986000,132178000,104701000,40695000,153096000,166619000,133824000,141253000,136743000,NA,178130000,119867000,44804000,83018000,52304000,133434000
"Q13155","AIMP2",2109510000,2000190000,2306820000,2032460000,2081810000,1821090000,1815730000,2198080000,2039370000,1975290000,1982770000,1719800000,2260430000,2045970000,1856480000,1923680000,2029870000,2159500000
"Q13158","FADD",105594000,60317000,92076000,44436000,56272000,47747000,42951000,16282000,20567000,48720000,NA,20290000,NA,NA,17845000,NA,NA,NA
"Q13162","PRDX4",3987700000,3899700000,4.262e+09,4312300000,4483300000,4133100000,3878300000,4193400000,4054400000,3941700000,3968100000,3636100000,3705600000,3690700000,3678200000,3.688e+09,3493200000,3679800000
"Q13177","PAK2",3364500000,3274300000,3168690000,3085940000,3.583e+09,3177800000,2795500000,3095710000,2718530000,2869960000,2718730000,2759180000,2817990000,2443380000,2528790000,2340760000,2358270000,2323580000
"Q13185","CBX3",3076590000,3469500000,3.609e+09,3856600000,3951200000,3892300000,3669100000,4086600000,3629200000,3416500000,3331800000,3211200000,2724270000,2994680000,3180470000,2728840000,2351590000,2523090000
"Q13188","STK3",48058000,36935000,128134000,112771000,65549000,137617000,102167000,111810000,137809000,149987000,167742000,199240000,214319000,221678000,243650000,196436000,189273000,168447000
"Q13190","STX5",420410000,380190000,363890000,388960000,414550000,364762000,322854000,357460000,341070000,359330000,341089000,431730000,389370000,306672000,395560000,387950000,371890000,369080000
"Q13191","CBLB",15260200,14198600,8713200,16945000,16448400,9944700,22158100,18057000,19047400,8431400,16137700,6913900,7989900,11111000,6052000,11299300,8140700,4838600
"Q13200","PSMD2",13887500000,1.2812e+10,1.2741e+10,13345200000,13838100000,12880700000,11622600000,11744200000,12088700000,12317500000,12316300000,10993200000,12956600000,12569600000,12030900000,12433500000,12317100000,12992700000
"Q13203","MYBPH",488930000,324390000,419522000,435860000,470160000,462120000,1085790000,1279440000,1.281e+09,5242600000,4901400000,4838300000,8216100000,7624700000,8052600000,6983300000,6.149e+09,7113200000
"Q13206","DDX10",14875000,64975000,44581000,36882000,30696000,NA,NA,11930000,33128000,NA,NA,42001000,NA,NA,NA,7410700,NA,NA
"Q13217","DNAJC3",487200000,605690000,553860000,625750000,612550000,605010000,660960000,578170000,600930000,585610000,539730000,546160000,663580000,699270000,679420000,683990000,696490000,670990000
"Q13228","SELENBP1",36438000,115597000,83885000,129360000,138553000,86593000,223763000,233300000,227578000,284226000,268433000,276660000,221799000,205470000,213973000,190497000,162927000,172848000
"Q13232","NME3",126075000,105670000,104864000,144053000,136948000,133935000,196300000,160326000,190002000,243895000,265466000,212568000,226158000,242773000,236210000,2.21e+08,253800000,125018000
"Q13242","SRSF9",1247690000,1342290000,1481630000,1210310000,1085590000,1046500000,1146720000,1097820000,968600000,874450000,892490000,724700000,641300000,672120000,490480000,487770000,499460000,525050000
"Q13243","SRSF5",509400000,534330000,578630000,494340000,417250000,511850000,560430000,542890000,644780000,523040000,590920000,596780000,394860000,480920000,497780000,426180000,380930000,369080000
"Q13247","SRSF6",1698970000,1845260000,1861950000,1381080000,1748420000,1481410000,1610080000,1.704e+09,1491980000,1465720000,1592360000,1473850000,1449120000,1159230000,1162490000,1392550000,1023570000,1187520000
"Q13257","MAD2L1",315223000,295324000,244135000,187980000,256490000,209323000,125193000,147940000,125945000,61264000,25285000,30245000,NA,NA,28074000,NA,NA,NA
"Q13263","TRIM28",10027400000,9017300000,9254500000,8819900000,9821800000,8278300000,10401300000,10989900000,10543800000,10455400000,9940900000,8782100000,8657900000,8171100000,7695500000,6930700000,6382600000,6875200000
"Q13283","G3BP1",4004100000,3.716e+09,3876400000,3090800000,3469900000,2991290000,2345820000,2391420000,2441470000,2505420000,2451420000,2384220000,2190720000,2110900000,2226890000,1912050000,1753190000,2255950000
"Q13308","PTK7",291498000,242045000,149061000,439780000,506100000,446980000,613020000,702530000,586720000,699210000,606820000,620560000,715850000,619440000,743230000,850100000,999530000,1115440000
"Q13309","SKP2",18938000,55862000,58373000,57371000,NA,39029000,NA,NA,15728000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q13310;P0CB38","PABPC4",2763860000,2956930000,2847010000,2984220000,2980250000,2842280000,2296950000,2228180000,2276770000,2502710000,2606240000,2255660000,2848170000,2413010000,2614580000,2553230000,2547900000,2442080000
"Q13325","IFIT5",320251000,449200000,443270000,499060000,514500000,534310000,442490000,458970000,477310000,370410000,346033000,479010000,322660000,341080000,316564000,342740000,317040000,295248000
"Q13326","SGCG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20335000,259221000,232677000,260920000,477730000,483170000,501720000
"Q13330;Q9BTC8","MTA1",341010000,314749000,307483000,359320000,327572000,338500000,352190000,326550000,356010000,381060000,413180000,381490000,336211000,348440000,315435000,226107000,261832000,238147000
"Q13347","EIF3I",2897580000,2629940000,2754510000,2492220000,2733880000,2776640000,2267860000,2293570000,2353280000,2400360000,2409160000,2271970000,2480560000,2209310000,2348930000,2147750000,2198710000,2358060000
"Q13356","PPIL2",NA,NA,28758000,NA,NA,NA,NA,NA,32525000,NA,31240000,30582000,NA,28528000,26081000,25547000,25245000,NA
"Q13363","CTBP1",1356110000,1406130000,1413730000,1381670000,1312420000,1545560000,1710430000,1785360000,1661630000,1781870000,1721730000,1820610000,1571390000,1829720000,1693230000,1525810000,1590660000,1603430000
"Q13404","UBE2V1",1030640000,1012530000,1079250000,970290000,994070000,946920000,1025900000,991110000,1001680000,976180000,992030000,994040000,995180000,944660000,944470000,967890000,946320000,876230000
"Q13405","MRPL49",301590000,332180000,364900000,266393000,298990000,274264000,345700000,357560000,313652000,362110000,356730000,337370000,348680000,321920000,314450000,336170000,294864000,326376000
"Q13409","DYNC1I2",2493270000,2786440000,2900080000,2899100000,2693950000,2791010000,2840810000,2444290000,2830530000,2307710000,2529470000,2905010000,2325980000,2482210000,2492500000,2600550000,2681860000,2354230000
"Q13418","ILK",4839500000,4883900000,4657400000,4397100000,4897900000,4211800000,4402300000,4.431e+09,4408500000,4037600000,3846300000,3773300000,4009900000,3630200000,3749300000,4255300000,4162500000,4329300000
"Q13423","NNT",1794390000,1845870000,1810950000,1903960000,1981400000,1868180000,2855080000,2737070000,2728950000,3206800000,3069040000,2814730000,3129100000,2874510000,2997160000,3212060000,3134420000,3384200000
"Q13425","SNTB2",179055000,183302000,180230000,189509000,172573000,208414000,194327000,160528000,168432000,146883000,159793000,152880000,119443000,124252000,122374000,119459000,106036000,113806000
"Q13426","XRCC4",123385000,192111000,183734000,158625000,135620000,142571000,201338000,188195000,176586000,141960000,181885000,159883000,165212000,161841000,182636000,191760000,191782000,205164000
"Q13427","PPIG",214693000,195309000,191071000,175976000,141140000,194613000,243035000,266963000,218663000,273316000,222487000,226089000,155128000,231591000,196815000,186213000,213278000,173624000
"Q13428","TCOF1",457380000,415840000,436660000,354690000,413400000,366534000,518240000,584020000,483340000,536580000,542820000,446310000,484100000,521890000,509070000,358030000,382039000,437930000
"Q13435","SF3B2",3948700000,3516200000,3427700000,3312400000,3578800000,3035020000,3713500000,3736800000,3338900000,3607100000,3506400000,2946360000,3160120000,2824600000,2780720000,2520330000,2292840000,2557040000
"Q13439","GOLGA4",472540000,473850000,442630000,463880000,5.38e+08,443790000,515730000,413500000,409590000,493720000,517100000,463260000,589990000,511460000,486720000,545970000,504160000,589380000
"Q13442","PDAP1",1942640000,1918470000,2082470000,2241640000,2186920000,2045580000,2326520000,2313590000,2111640000,2103010000,2059560000,1916960000,2106140000,2138920000,2097030000,2239630000,2232070000,2184570000
"Q13443","ADAM9",282514000,309491000,291862000,223838000,138225000,292700000,176836000,180044000,105406000,NA,59703000,33834000,NA,81055000,62440000,NA,NA,NA
"Q13445","TMED1",90417000,46925000,103603000,80928000,75315000,40837000,94154000,74326000,67448000,106948000,111761000,NA,130192000,113838000,94909000,94012000,118278000,87151000
"Q13451","FKBP5",5.346e+09,4419400000,4363900000,6328300000,7036900000,5.675e+09,5684200000,5897700000,5727900000,4597400000,4319100000,3849500000,3278900000,3098400000,2757090000,2567640000,2129660000,2459930000
"Q13459","MYO9B",119866000,141701000,192196000,174126000,161138000,134251000,275532000,207154000,179600000,133141000,166387000,134867000,133580000,79211000,106399000,81290000,79505000,147230000
"Q13464","ROCK1",628950000,663310000,667670000,524770000,481570000,564910000,588190000,646200000,667850000,526710000,616640000,511920000,478520000,361710000,314640000,396170000,425020000,471960000
"Q13485;Q12772","SMAD4",218308000,NA,57558000,93947000,NA,NA,NA,NA,61474000,90720000,NA,282838000,92773000,122470000,92761000,323670000,114740000,100960000
"Q13488","TCIRG1",144262000,141653000,124426000,115607000,133713000,56039000,112655000,116152000,112530000,105510000,105480000,43887000,59828000,84715000,62840000,28467000,23579000,23226000
"Q13492;O60641","PICALM",2296340000,2454160000,2395070000,2258390000,2377970000,2255090000,1595730000,1514110000,1548010000,1344220000,1465260000,1361770000,1261110000,1167800000,1119770000,1.107e+09,1053060000,1214110000
"Q13501","SQSTM1",1271010000,1285130000,1289500000,1029720000,1114240000,1070790000,1440070000,1505770000,1310770000,1201700000,1172430000,1083150000,1155020000,1091630000,1041250000,1138120000,1016160000,1172990000
"Q13505","MTX1",184442000,147583000,155115000,104895000,83994000,148884000,141683000,149174000,167199000,84928000,153753000,156571000,NA,74924000,44725000,NA,32632000,NA
"Q13509","TUBB3",783450000,639400000,661610000,930340000,1020110000,1404920000,772010000,818400000,903410000,851940000,715370000,1046100000,619840000,867560000,1343770000,634300000,846010000,696620000
"Q13510","ASAH1",444220000,683480000,576120000,774570000,637290000,797550000,1567300000,1627560000,1619060000,2549310000,2560380000,2689280000,3385300000,3601300000,3761100000,4211900000,4378500000,4134200000
"Q13523","PRPF4B",764130000,619200000,634170000,636960000,633590000,644240000,855820000,659560000,736400000,622080000,759430000,578320000,626510000,629610000,693810000,660160000,615490000,601640000
"Q13526;O15428","PIN1",880580000,784210000,819490000,838470000,1069110000,881280000,800640000,888780000,855620000,1057820000,925840000,918580000,1059620000,986360000,947390000,1139980000,1177010000,1103950000
"Q13555","CAMK2G",131973000,157762000,165484000,176080000,164432000,185479000,124412000,240440000,161463000,223937000,186478000,224128000,297781000,330300000,348100000,426340000,468430000,438150000
"Q13557","CAMK2D",2887840000,2727610000,2816360000,3289100000,3338600000,3076580000,3911500000,3608600000,3752900000,4236700000,4138500000,3836900000,5163400000,5031100000,5001300000,6037700000,5899100000,5947200000
"Q13561","DCTN2",9277500000,8600400000,8960900000,7808500000,7803300000,7567600000,7292200000,7320900000,6888400000,7295100000,7169800000,6.367e+09,7498700000,6.86e+09,6717400000,7.699e+09,7524500000,7745300000
"Q13563","PKD2",101319000,72501000,142562000,76793000,84458000,76079000,104183000,81405000,34974000,NA,24221000,58625000,42486000,NA,NA,37917000,NA,NA
"Q13564","NAE1",937470000,1080500000,834110000,987490000,1004790000,997690000,1108930000,1173470000,1177760000,1087240000,1074570000,1181410000,978010000,1032770000,1186760000,870970000,948010000,966360000
"Q13573","SNW1",856770000,841560000,884920000,740290000,789090000,744480000,1057180000,965300000,930630000,944130000,923780000,785860000,812920000,730920000,723230000,640970000,671190000,732720000
"Q13574","DGKZ",35335000,27485000,21962000,20907400,22856000,33659500,15828000,39976000,20526000,49447800,39517000,48461400,49381000,46560000,30801000,31450000,40608000,18651000
"Q13586","STIM1",170296000,119162000,81529000,150363000,121792000,121399000,209023000,199365000,195377000,227328000,211512000,209675000,311286000,315103000,290410000,366593000,304177000,433740000
"Q13595","TRA2A",396940000,450470000,399470000,394120000,450160000,399010000,530570000,471470000,528300000,460840000,472140000,430900000,359400000,362290000,383510000,346210000,384810000,336230000
"Q13596","SNX1",2126580000,1899880000,1967790000,1994960000,2319880000,2148230000,2092360000,2.354e+09,2124610000,2102320000,2107690000,1970960000,1830500000,1736640000,1804290000,1702850000,1684610000,1686980000
"Q13601","KRR1",279920000,209062000,210789000,176320000,234999000,203714000,82518000,237026000,126900000,229092000,168939000,92364000,232564000,170220000,178778000,151241000,73805000,78254000
"Q13610","PWP1",173598000,293740000,283829000,240683000,220588000,229296000,NA,NA,NA,76387000,NA,178353000,NA,109051000,176657000,NA,50662000,NA
"Q13614","MTMR2",6615100,10879000,16683000,NA,NA,NA,13901100,9032500,10068000,NA,9223500,11234000,23115000,NA,NA,10992000,22386500,11670000
"Q13616","CUL1",728790000,732010000,593370000,585630000,743220000,642100000,761190000,666990000,666700000,790630000,745500000,617680000,656560000,550180000,548580000,592600000,610200000,609140000
"Q13617","CUL2",482250000,429070000,509370000,477230000,551250000,469630000,610470000,533210000,523470000,505110000,550440000,525940000,482570000,457940000,448660000,553210000,493530000,495230000
"Q13618","CUL3",880300000,857900000,767540000,948520000,1031870000,855010000,951850000,969150000,1005510000,1060410000,1093700000,1001070000,1022160000,1096620000,1029660000,1095020000,1150930000,989550000
"Q13619","CUL4A",554500000,494970000,504450000,556270000,576530000,591700000,439100000,462220000,482830000,452800000,468070000,548330000,461720000,430500000,471370000,384870000,503920000,415020000
"Q13620","CUL4B",1116080000,1096020000,1019380000,1086210000,1086890000,1087290000,1008150000,993690000,1028710000,906300000,915650000,884090000,814150000,753970000,794210000,702950000,718120000,763290000
"Q13627;Q9Y463","DYRK1A",NA,NA,NA,NA,NA,NA,NA,NA,29590000,51314000,NA,NA,27058000,NA,NA,36312000,51024000,54830000
"Q13630","TSTA3",187789000,227571000,205650000,190274000,140459000,201809000,167380000,186317000,182583000,112919000,188358000,190236000,198706000,210391000,240128000,204208000,223656000,209407000
"Q13637;P57729","RAB32",422110000,443480000,401110000,324644000,379370000,409140000,198655000,221410000,201840000,207602000,220405000,160297000,81973000,188076000,225845000,222456000,220036000,251080000
"Q13642","FHL1",2510910000,2126840000,2019410000,1741550000,2328670000,1889400000,2466280000,2547030000,2583640000,3465600000,3417100000,3080900000,4454400000,4299200000,4.558e+09,5564400000,5538600000,5650600000
"Q13643","FHL3",1134080000,1056030000,1029280000,1087770000,1478100000,1059750000,1947990000,1903530000,1669020000,2342510000,2318760000,1872260000,2510420000,2273010000,2019640000,2141180000,2113760000,2392530000
"Q13683","ITGA7",2466760000,2426200000,2318100000,5057900000,5014600000,4707200000,8232100000,8239200000,8372600000,10884500000,10686100000,9537400000,10229400000,9965900000,9.184e+09,7970600000,7082100000,8367700000
"Q13685","AAMP",104911000,NA,115419000,148099000,68702000,104605000,53440000,65016000,175788000,123156000,198371000,84537000,NA,55163000,NA,54731000,49036000,NA
"Q13698;Q13936","CACNA1S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81997000,49673000,78102000,46452000,100127000,92136000
"Q13724","MOGS",820300000,752110000,786530000,792930000,771940000,807340000,892380000,763450000,856510000,801590000,832660000,865980000,834200000,850390000,965870000,920820000,879140000,882460000
"Q13740","ALCAM",1812390000,2023440000,2278060000,1700430000,1669700000,1509440000,1558840000,1556100000,1389820000,978520000,1066440000,868110000,460010000,408400000,424040000,346320000,307592000,377770000
"Q13769","THOC5",NA,85271000,56500000,44126000,68868000,NA,97770000,126049000,85206000,26754000,97578000,NA,34224000,23928000,NA,NA,NA,53308000
"Q13813","SPTAN1",3.826e+10,3.5258e+10,3.6998e+10,4.0259e+10,3.9302e+10,3.9436e+10,4.3711e+10,4.2965e+10,4.008e+10,4.5996e+10,4.4681e+10,4.2678e+10,4.5801e+10,4.5159e+10,4.3492e+10,4.4768e+10,4.2343e+10,4.5314e+10
"Q13823","GNL2",77853000,33690000,161196000,66978000,119354000,98562000,NA,NA,NA,NA,95993000,63320000,NA,NA,43491000,NA,29580000,NA
"Q13838","DDX39B",10030900000,8.625e+09,8529200000,9569400000,10316600000,9579500000,11866100000,11205900000,11766600000,12445300000,1.1727e+10,10581400000,12111200000,11700900000,11918900000,11208900000,10843100000,11375300000
"Q13867","BLMH",919130000,943310000,955470000,1027900000,1008870000,881850000,1134690000,1174210000,1101050000,1176140000,1130830000,1022130000,1273590000,1221490000,1274270000,1277880000,1242390000,1269020000
"Q13868","EXOSC2",284942000,274663000,256099000,298074000,311835000,299642000,250860000,268289000,299178000,238453000,224541000,288724000,195356000,201595000,219517000,185754000,213651000,200908000
"Q13884","SNTB1",NA,NA,51311000,193137000,271821000,122335000,1200820000,1330350000,1263380000,2295380000,2068640000,1942770000,3204650000,2922020000,2630440000,3261040000,2843930000,3145270000
"Q13887","KLF5",17421000,NA,NA,NA,NA,NA,15408000,NA,NA,58743000,46533000,25510000,89778000,28800000,36961000,16470000,NA,36240000
"Q13895","BYSL",707700000,579470000,561820000,559340000,557170000,484490000,476110000,449530000,432800000,519720000,488370000,454710000,381420000,395710000,343290000,334416000,309206000,396430000
"Q13905","RAPGEF1",NA,NA,NA,46271000,49108000,131562000,183550000,190048000,220167000,310390000,320889000,285644000,335610000,392910000,395650000,332020000,375270000,323967000
"Q13907","IDI1",479570000,484840000,460190000,380080000,314809000,337590000,305229000,313224000,329720000,386060000,390300000,412920000,1233970000,1244240000,1292300000,1680810000,1673860000,1811230000
"Q13951","CBFB",884700000,868270000,819040000,695030000,864240000,862420000,704990000,823490000,675670000,630340000,659400000,768150000,324100000,458340000,500750000,361070000,315834000,376597000
"Q14008","CKAP5",3449100000,3.523e+09,3392900000,3587700000,3.641e+09,3405100000,2941800000,2898810000,2874420000,2834030000,2876670000,2484160000,2791770000,2691800000,2804540000,2768670000,2649050000,2648310000
"Q14011","CIRBP",856190000,1214270000,1354300000,1211360000,1196980000,1235570000,1571440000,1558970000,1456970000,1522190000,1883070000,2013510000,1944570000,2425230000,2168830000,1831160000,1991350000,1889750000
"Q14012","CAMK1",56033000,45647000,37043000,11125000,43429000,12858000,NA,22043700,9458200,9507500,11562000,NA,NA,NA,NA,NA,NA,NA
"Q14019","COTL1",3835700000,4081300000,4018400000,3896800000,3607400000,3534500000,3765300000,3725700000,3918900000,3090200000,3198400000,3198880000,2132190000,2386190000,2184370000,1926440000,2166010000,2034600000
"Q14061","COX17",185065000,299697000,258510000,198026000,176339000,139951000,185777000,242430000,250432000,294658000,291168000,170397000,337520000,291676000,243108000,231610000,369010000,381620000
"Q14103","HNRNPD",7277400000,7826800000,8099200000,8495600000,9370300000,8466600000,11406300000,11867800000,11454900000,11269700000,10584500000,9.967e+09,10024500000,9963300000,8829500000,10175500000,9422400000,9323700000
"Q14108","SCARB2",642500000,743100000,738670000,757880000,749710000,838160000,853180000,981650000,916510000,850160000,820220000,929710000,847680000,800210000,899220000,883030000,930130000,819600000
"Q14112","NID2",NA,NA,47341000,49488000,153859000,94342000,NA,27825000,33722000,188671000,217798000,175384000,203954000,207423000,233300000,220403000,130092000,144087000
"Q14118","DAG1",362210000,296044000,320323000,700240000,568040000,596180000,1073560000,1006880000,858020000,1758710000,1718840000,1445620000,1656650000,1487050000,1505620000,1471800000,1199600000,1524400000
"Q14119","VEZF1",NA,7095900,8372600,NA,NA,3489200,9826000,9401600,5572100,NA,4207200,NA,3115200,1506700,2201900,NA,2823200,3287600
"Q14137","BOP1",498760000,506310000,502520000,371080000,361180000,382920000,398830000,386850000,400680000,433550000,430140000,393410000,397780000,365600000,382060000,303918000,277543000,331760000
"Q14139","UBE4A",51115000,147170000,103405000,179292000,138865000,122453000,173766000,186606000,171072000,186712000,200014000,150938000,NA,152812000,156472000,147779000,147611000,50832000
"Q14151","SAFB2",2376980000,2343950000,2586820000,2315810000,2501180000,2.374e+09,3024210000,3143400000,2951930000,2905630000,2790910000,2492240000,2631910000,2568580000,2402870000,2060200000,2173730000,2284080000
"Q14152","EIF3A",13633800000,12767300000,12386600000,13069500000,13109100000,12241200000,10920400000,1.0592e+10,1.1009e+10,11526600000,1.2101e+10,1.055e+10,11880200000,11111700000,11054100000,11072400000,10740300000,11421300000
"Q14155","ARHGEF7",241241000,212509000,235434000,264519000,200994000,291278000,393370000,276466000,355438000,286836000,332238000,447760000,368791000,427620000,441970000,331562000,427380000,325026000
"Q14157","UBAP2L",3817700000,3645200000,3542200000,3418500000,3511800000,3103200000,2634570000,2729800000,2781640000,2981800000,2977920000,2882570000,3039320000,3224300000,3047090000,2721140000,2760480000,2941540000
"Q14160","SCRIB",904670000,940940000,995410000,939870000,861230000,947530000,1127720000,1116160000,1002510000,1141270000,1101160000,1164470000,1304620000,1246400000,1250370000,1250410000,1213630000,1184840000
"Q14161","GIT2",751030000,808680000,811990000,866290000,865860000,837650000,1018550000,959890000,974050000,1134740000,1066820000,1066140000,1037720000,1061360000,1025150000,1045200000,934470000,921060000
"Q14165","MLEC",1198110000,1189550000,1135750000,1202100000,1401710000,1258340000,1218950000,1287240000,1300590000,1351250000,1276350000,1164220000,1435910000,1398480000,1346540000,1361540000,1472800000,1465550000
"Q14166","TTLL12",980830000,1020430000,1025590000,808780000,912100000,711490000,824870000,825180000,880120000,947640000,842130000,825730000,850460000,765070000,813150000,787290000,770200000,759960000
"Q14181","POLA2",102800000,55186000,89340000,135689000,91097000,149709000,NA,15684000,14694000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q14185","DOCK1",23519000,9569700,26969100,10050000,10307000,33570000,25255000,23980000,29659000,32560300,22935000,35951000,21669000,8639700,19358500,35236000,28490500,21220900
"Q14192","FHL2",5.49e+09,4949300000,4499500000,6198100000,7148200000,5689100000,4.942e+09,4628700000,4440200000,3652400000,3490100000,3179700000,3045820000,2786120000,2792770000,2801660000,2770470000,3037830000
"Q14194;Q14117","CRMP1",1132150000,1261260000,1246280000,1329480000,1618580000,1365510000,1524180000,1553940000,1510260000,1583930000,1525810000,1545110000,1676930000,1579220000,1592760000,1946880000,1986960000,1968710000
"Q14195","DPYSL3",526390000,547730000,628990000,580020000,529470000,491400000,661380000,632800000,578470000,587140000,628420000,555690000,555610000,628720000,586750000,723140000,735440000,759870000
"Q14197","ICT1",27499000,28281000,24700000,25444000,25878000,91754000,85466000,61715000,71339000,69525000,59008000,45222000,27585000,109819000,108386000,56224000,105513000,26085000
"Q14203","DCTN1",6631400000,6750200000,6391700000,6234900000,6713100000,6178400000,6390700000,6309200000,6085200000,6190900000,6119200000,5547200000,6088100000,5661800000,5804900000,6035200000,5915400000,6029300000
"Q14204","DYNC1H1",5.1689e+10,4.9154e+10,4.7755e+10,5.0764e+10,5.3334e+10,4.9334e+10,4.9484e+10,4.8875e+10,4.9554e+10,4.9367e+10,4.7974e+10,4.6693e+10,4.9994e+10,4.7981e+10,4.9346e+10,5.4416e+10,5.3933e+10,5.4186e+10
"Q14232","EIF2B1",842620000,787250000,807200000,831940000,925910000,768670000,897860000,859880000,887500000,931800000,889780000,728230000,1017790000,722760000,778090000,910530000,791960000,991150000
"Q14240","EIF4A2",3318800000,3235300000,2864410000,3911100000,4268500000,3656800000,3716400000,3520700000,3738600000,5483400000,5.221e+09,4542500000,5647300000,5.031e+09,4969200000,5035100000,4764700000,5416100000
