"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"P42773","CDKN2C",NA,34982000,61595000,31394000,83760000,NA,171741000,212785000,183901000,182728000,52880000,NA,113343000,NA,NA,NA,47521000,NA
"P42785","PRCP",207765000,220345000,238594000,281095000,212205000,291953000,369400000,346872000,444640000,321762000,300131000,389920000,259398000,302795000,280970000,247146000,266426000,214706000
"P42858","HTT",178427000,164787000,169566000,185334000,172291000,174328000,186267000,171621000,196351000,171069000,194600000,190939000,184675000,177408000,187660000,217245000,215706000,211705000
"P42892","ECE1",818640000,758850000,765440000,793430000,7.96e+08,781320000,424430000,453830000,413690000,243561000,223605000,276557000,296284000,289400000,181641000,205642000,184861000,231896000
"P43007","SLC1A4",16681000,71339000,59925000,78612000,66929000,77632000,33037000,42313000,32738000,246406000,270900000,317510000,412460000,430900000,476610000,366550000,361180000,346820000
"P43034","PAFAH1B1",3.475e+09,3166100000,3007630000,3532300000,3905400000,3743200000,3050350000,3164100000,3017550000,3384600000,3205800000,3283500000,3466700000,3314500000,3607100000,3613500000,3550500000,3764100000
"P43121","MCAM",171970000,98620000,125928000,118790000,193939000,144872000,184194000,127866000,50181000,245251000,248664000,138002000,409080000,153234000,82375000,422860000,314951000,342580000
"P43155","CRAT",79976000,84179000,76067000,89812000,80810000,88344000,173023000,198120000,146165000,192638000,172355000,104485000,192214000,196893000,112998000,195277000,137312000,221508000
"P43243","MATR3",10862100000,9993900000,10139200000,9485300000,10842800000,9111900000,1.1226e+10,11170700000,10686600000,12189800000,12053500000,10388500000,12358800000,10693400000,10988300000,9.784e+09,9783500000,10596900000
"P43246","MSH2",474800000,520710000,527570000,415900000,361780000,506970000,329783000,300540000,343200000,2.44e+08,267321000,224067000,223714000,160778000,59557000,41738000,101821000,139573000
"P43304","GPD2",1233940000,1338840000,1360020000,1371630000,1307050000,1344970000,1577400000,1464580000,1631080000,1456190000,1543570000,1561470000,1008170000,1080260000,1133400000,949900000,911150000,848690000
"P43307","SSR1",1249790000,1423600000,1512650000,1436740000,1379710000,1472480000,979020000,1142330000,1209070000,1019630000,1052340000,1240210000,1000830000,1002600000,1136930000,922050000,978430000,993930000
"P43378","PTPN9",264906000,267689000,198086000,230796000,160898000,197170000,111515000,116486000,111499000,89646000,96687000,113052000,71360000,82778000,107526000,45680000,76701000,44519000
"P43487;Q9C010","RANBP1",2087350000,1649590000,1736530000,1949060000,2387080000,2154390000,1904580000,2182670000,1764930000,1895230000,1688670000,1764340000,1700070000,1490220000,1456220000,1190440000,1327340000,1141550000
"P43490","NAMPT",2217920000,2332960000,2328420000,2519920000,2331120000,2646580000,2225540000,2413420000,2486190000,1978810000,2043510000,2210400000,1833060000,1914480000,2031010000,1808650000,1873950000,1751070000
"P43686","PSMC4",5555300000,5417400000,5335200000,4953400000,5672600000,4916600000,5208100000,5391800000,4.996e+09,5669300000,5458200000,5056300000,6312200000,5559300000,5663200000,5.853e+09,5720500000,6132900000
"P43897","TSFM",211346000,212553000,244143000,241879000,267725000,251983000,333960000,319909000,317462000,357130000,388750000,320800000,330943000,327781000,351520000,288380000,307670000,345958000
"P45378","TNNT3",NA,NA,NA,NA,NA,NA,5034700,20431000,NA,954060000,720160000,528310000,7388700000,6474100000,6349400000,11688800000,11458200000,10746600000
"P45379","TNNT2",35573000,21995000,11416300,425530000,348380000,271782000,1966500000,1538910000,1781660000,7144500000,8173200000,5389600000,18460700000,16935600000,16024700000,23766800000,21217300000,24600400000
"P45877","PPIC",204624000,67024000,NA,NA,184636000,NA,195807000,218117000,203069000,248354000,239719000,262867000,308966000,313442000,358470000,317313000,334020000,307140000
"P45880","VDAC2",3947500000,4246800000,3938200000,4.25e+09,4.124e+09,4227200000,5555400000,5415800000,5448500000,6202300000,5710700000,5122200000,5949500000,5518600000,5580700000,6118900000,6061400000,5985100000
"P45954","ACADSB",351740000,323110000,406760000,397825000,402240000,379480000,536920000,514770000,535690000,585330000,612690000,582240000,533130000,456520000,458350000,399500000,393130000,473720000
"P45973","CBX5",1589330000,1460440000,1811310000,2040640000,2013740000,1955700000,2055580000,2069430000,2059700000,1891820000,1874420000,2053600000,1319780000,1347880000,1490860000,1007440000,911830000,836670000
"P45974","USP5",5771800000,5828400000,5.794e+09,6485600000,6023400000,6646600000,6.703e+09,6838500000,6943300000,6216100000,6608500000,7027900000,6758100000,7254500000,7609200000,7362100000,7930600000,6870200000
"P45984","MAPK9",59882000,75831000,40141000,65832000,87517000,48850000,82054000,80691000,70715000,84591000,77292000,33610000,84282000,65841000,69460000,47875000,46092000,81240000
"P45985","MAP2K4",102100000,327758000,388470000,318490000,338340000,335722000,326326000,327074000,336870000,323870000,316310000,328016000,310870000,3.2e+08,289149000,296754000,320330000,289913000
"P46013","MKI67",1508830000,1736900000,1831020000,1264040000,1258420000,1044540000,99021000,97375000,1.68e+08,303608000,104173400,NA,82535000,NA,NA,41783000,NA,NA
"P46060","RANGAP1",3615800000,3753600000,3678900000,2798810000,2780240000,2976460000,2772990000,2663660000,2600390000,2365050000,2361010000,2122440000,1718250000,1820290000,1783810000,1402420000,1435860000,1472990000
"P46063","RECQL",3737200000,3389800000,3510900000,3672100000,4055600000,3486600000,3788700000,4073800000,4184300000,3935700000,3974800000,3670500000,3368600000,3073600000,3179900000,2951440000,2857750000,3060070000
"P46087","NOP2",792780000,888680000,8.14e+08,876070000,946620000,798970000,990110000,994530000,896640000,988520000,946720000,879260000,835830000,782760000,801590000,676880000,605340000,657740000
"P46100","ATRX",279117000,292236000,256239000,270186000,291491000,180444000,376140000,420530000,342890000,350679000,252941000,190390000,179471000,141825000,151673000,128669000,162205000,167939000
"P46108","CRK",1063220000,1.058e+09,1280740000,1139660000,1126830000,1123590000,1200810000,1244440000,1154420000,1086290000,1111640000,1091460000,898650000,1002360000,985640000,971660000,938470000,903130000
"P46109","CRKL",1043900000,1085330000,1157590000,1325040000,1509830000,1328150000,1505130000,1509540000,1447180000,1491530000,1382020000,1537200000,1362690000,1393130000,1401020000,1433310000,1345240000,1242770000
"P46199","MTIF2",NA,NA,NA,10622000,11477000,NA,24946000,12388000,20005000,NA,15621000,NA,NA,NA,NA,NA,NA,10260000
"P46379","BAG6",1128460000,1011770000,1103660000,1034540000,1069120000,929030000,963060000,996220000,908520000,1120210000,1115880000,985580000,1260450000,1067550000,1066600000,1178840000,1094200000,1102680000
"P46459","NSF",1305550000,1322020000,1302840000,1330540000,1317370000,1258360000,1577480000,1366710000,1.521e+09,1601970000,1702910000,1674200000,1474180000,1496610000,1516220000,1618220000,1562340000,1564210000
"P46734","MAP2K3",536970000,539590000,553880000,571430000,488030000,573040000,553120000,565190000,553210000,575170000,537680000,516560000,399010000,434110000,472370000,433440000,453960000,420800000
"P46736","BRCC3",279693000,265627000,250358000,243847000,276232000,127174000,306171000,255823000,279185000,301897000,296878000,244559000,283676000,243003000,261057000,282970000,238364000,324720000
"P46776","RPL27A",5862500000,5374900000,5707200000,6258200000,5713900000,6.037e+09,4584700000,4921300000,4972900000,5.037e+09,4870800000,5242700000,4.93e+09,4810300000,5.062e+09,4325600000,4152700000,4094400000
"P46777","RPL5",10959900000,8196500000,7834300000,9506500000,11029500000,8230300000,8101900000,7405300000,7494800000,8643800000,7.725e+09,6487500000,8.642e+09,7513200000,6.817e+09,7546200000,7.441e+09,7.965e+09
"P46778","RPL21",2307450000,2011140000,1800010000,2448070000,3021690000,2486240000,1514060000,2621330000,2023110000,2595970000,2458120000,1765510000,1932680000,1986140000,2386490000,1913030000,2194090000,2013400000
"P46779","RPL28",2208760000,2683470000,2892260000,2791370000,2785300000,2522370000,2242570000,2492450000,2442620000,2158450000,2437380000,2231140000,2721930000,2114460000,2107260000,3183680000,2019550000,2158540000
"P46781","RPS9",12094400000,11681300000,1.057e+10,11968100000,13067800000,11563800000,9724100000,9.654e+09,9378400000,10297600000,10137400000,9047300000,10030500000,9680500000,9.644e+09,8917900000,7963200000,9059600000
"P46782","RPS5",3991500000,4121400000,4526700000,3306230000,3045620000,3021250000,2641030000,2787560000,2589950000,2667060000,2998810000,2708930000,2409360000,2832270000,2459990000,2477280000,2507310000,2580140000
"P46783;Q9NQ39","RPS10;RPS10P5",5393200000,5219200000,5291700000,4.802e+09,4745300000,5630200000,3825500000,3629900000,3832100000,3507800000,3866800000,3958800000,3535200000,3906500000,3939600000,3298800000,3414400000,3497100000
"P46821","MAP1B",1.4846e+10,13648300000,13238500000,11992700000,12972100000,11406200000,6403400000,6531900000,6234900000,6234400000,5929900000,5577800000,7.457e+09,6856200000,7139900000,9837100000,9715900000,10444200000
"P46926","GNPDA1",380350000,424610000,345188000,403150000,466280000,478560000,538430000,465910000,620850000,532230000,604720000,643660000,459470000,472350000,521540000,460860000,475260000,424840000
"P46934","NEDD4",131242000,120613000,146716000,152321000,121622000,209414000,41877000,43958000,122024000,NA,NA,116963000,NA,101683000,105452000,71830000,76756000,NA
"P46937","YAP1",826780000,705190000,794750000,792980000,848800000,887300000,614330000,600550000,588040000,421440000,513220000,474870000,316200000,362890000,380038000,336710000,352040000,301408000
"P46939","UTRN",5483600000,5174800000,5222400000,6199100000,5667500000,6016700000,6209900000,6.297e+09,6231500000,7501400000,7683600000,7.376e+09,8732100000,8803800000,8408800000,7954700000,8044100000,7959800000
"P46940","IQGAP1",3.2992e+10,3.2836e+10,3.1917e+10,3.464e+10,3.4957e+10,3.2617e+10,4.0108e+10,3.9679e+10,4.0367e+10,3.7179e+10,3.7171e+10,3.4585e+10,28433700000,27053200000,27735600000,2.3012e+10,22078900000,23373200000
"P46976","GYG1",826250000,890080000,957770000,841540000,919200000,734230000,750050000,772890000,617020000,939090000,827870000,802530000,1095280000,852770000,930480000,1107720000,898040000,1397670000
"P46977","STT3A",1948590000,2052410000,1882850000,1909890000,1764420000,1868290000,1828580000,1866210000,1967970000,1840160000,1886180000,1896260000,1897010000,1910510000,1939610000,1761720000,1773070000,1866470000
"P47755","CAPZA2",2784010000,2860640000,2652380000,3001500000,2646860000,3331100000,2948080000,2725420000,3215700000,2950010000,3112540000,3679400000,3266300000,3.623e+09,3878300000,3825900000,4064600000,3565100000
"P47756","CAPZB",6220500000,5689900000,5572700000,5974400000,6414400000,5738800000,6491800000,6847600000,6381700000,6689900000,6413500000,5427400000,6415600000,6376700000,5846200000,6039300000,6198800000,6453300000
"P47897","QARS",7396200000,7179300000,6707800000,6662700000,7635300000,6280500000,5762100000,5715800000,5596700000,6194200000,5787700000,5366900000,6054200000,5173700000,5093100000,5598700000,5014300000,5407400000
"P47985","UQCRFS1",972680000,1069160000,862970000,686470000,624390000,629450000,939650000,918510000,978890000,958330000,1009360000,1105680000,1013050000,1039510000,1006910000,1032310000,1002660000,1076150000
"P48047","ATP5O",2468210000,2639800000,2511810000,2544240000,3338700000,2644830000,3730800000,3.709e+09,3411700000,4.425e+09,4236600000,3295900000,4079500000,3729800000,3891500000,3887600000,3619400000,4184900000
"P48059","LIMS1",2573720000,2461510000,2468650000,2301950000,2363130000,2051060000,2571620000,2545020000,2567540000,2421470000,2531780000,2192480000,2247460000,2248060000,2120830000,2463590000,2370710000,2659300000
"P48147","PREP",2714540000,2631350000,2741320000,3059010000,3.096e+09,3181600000,2974520000,3049290000,3.168e+09,3028910000,3.181e+09,3443300000,3028800000,2998670000,3.58e+09,3114830000,3086300000,3069230000
"P48163","ME1",329824000,334157000,290582000,181405000,227803000,182215000,251939000,232336000,252838000,249738000,253148000,264090000,380464000,371370000,413470000,503220000,602420000,606730000
"P48426","PIP4K2A",81517000,70869000,123458000,108847000,60875000,119809000,131113000,124477000,115904000,99373000,102795000,88848000,88853000,102793000,102585000,88533000,100805000,73482000
"P48444","ARCN1",5869200000,5949900000,5758500000,6299400000,5875400000,5807400000,5010600000,4602700000,4896900000,4445200000,4796400000,4357700000,4318500000,4.342e+09,4286700000,4319200000,4325800000,4392900000
"P48449","LSS",415990000,362580000,360451000,343240000,366440000,331520000,331699000,310227000,308806000,355440000,337820000,326092000,552840000,551280000,600940000,816210000,734030000,686020000
"P48454","PPP3CC",22041000,NA,26547000,78965000,NA,18325000,83301000,NA,64296000,NA,NA,40427000,30598000,18672000,84106000,46633000,57977000,36606000
"P48507","GCLM",655070000,570830000,645700000,602490000,608030000,591770000,564600000,560750000,556460000,531720000,554170000,601950000,537820000,497960000,573540000,510310000,497150000,500670000
"P48509","CD151",623890000,793650000,676510000,667570000,570110000,729420000,646640000,680660000,741550000,610780000,777650000,878980000,785950000,781350000,908830000,751330000,763210000,762990000
"P48556","PSMD8",2895440000,2834920000,2987300000,2883690000,2771190000,2801170000,3040060000,2771750000,3091300000,2997880000,3130600000,2679500000,3223100000,3063290000,2997750000,3435400000,3312400000,3247200000
"P48634","PRRC2A",488080000,499680000,469430000,479960000,548400000,388200000,417550000,465350000,429610000,443080000,429940000,370240000,480580000,4.4e+08,336265000,418360000,432720000,422520000
"P48637","GSS",1.155e+09,1248250000,1237580000,1127730000,1046070000,1206040000,1355070000,1157530000,1173420000,1128770000,1192420000,1225530000,1109660000,1267160000,1339170000,1390180000,1313080000,1289550000
"P48643","CCT5",17235200000,16791900000,15730700000,16873200000,16493700000,15912700000,14291800000,14052700000,14252800000,1.5667e+10,15300300000,14208700000,16069400000,15184100000,15477300000,15190400000,14610300000,16087900000
"P48651","PTDSS1",18625000,60868000,56442000,68360000,31218000,58306000,59384000,42558000,61084000,56478000,51533000,29796000,34310000,25409000,30378000,49374000,35163000,35301000
"P48681","NES",1.19144e+11,1.09703e+11,1.15858e+11,1.07649e+11,1.15742e+11,1.05951e+11,1.13623e+11,1.11886e+11,1.02416e+11,1.2061e+11,1.23091e+11,1.07128e+11,1.54594e+11,1.46824e+11,1.34726e+11,1.62973e+11,1.58038e+11,1.81621e+11
"P48723","HSPA13",216793000,251220000,207787000,72235000,243290000,242730000,71833000,38534000,124783000,111682000,131729000,188685000,NA,134350000,179811000,127770000,95351000,110863000
"P48729;Q8N752","CSNK1A1;CSNK1A1L",294470000,286556000,223397000,284588000,346840000,304544000,142496000,264048000,184264000,342920000,281291000,218628000,289262000,261057000,306895000,313069000,235297000,249816000
"P48735","IDH2",3912600000,3920800000,3776300000,4400200000,4629500000,4404700000,6251300000,6497600000,6282500000,8334600000,8567700000,8115500000,10820200000,11245800000,10943400000,13626700000,12978600000,14127600000
"P48739","PITPNB",1698150000,1818050000,1788460000,1948240000,1885810000,1822500000,1730720000,1632350000,1672130000,1702970000,1854060000,1586130000,1600440000,1580470000,1638890000,1643920000,1637040000,1738860000
"P48788","TNNI2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825150000,800260000,766480000,1.456e+09,1389320000,1370930000
"P48960","CD97",1001890000,1012200000,1065150000,889610000,8.35e+08,938530000,487090000,484580000,461920000,587690000,540560000,519470000,1004770000,990950000,1032580000,1011140000,978630000,1045940000
